00103;3;10238532;171,00
00105;1;10098713;347,00
00106;1;10189311;4529,00
00108;1;10104420;4359,00
00112;1;10134589;1984,00
00114;3;10201436;3624,00
00115;3;10015898;647,00
00118;3;10103272;4607,00
00122;2;10105632;4340,00
00123;2;10243123;1923,00
00124;1;10099465;4701,00
00126;1;10077725;1022,00
00129;3;10123521;568,00
00130;3;10053057;1533,00
00134;3;10203344;4548,00
00136;1;10208003;1516,00
00139;1;10183445;5805,00
00142;2;10074600;3772,00
00144;3;10003110;3110,00
00146;1;10202767;3924,00
00149;3;10268647;2543,00
00152;1;10183575;2885,00
00153;1;10162345;3804,00
00154;2;10113972;4852,00
00156;3;10195495;2306,00
00158;3;10122294;5786,00
00159;1;10017297;5433,00
00161;1;10077286;663,00
00164;3;10054774;3179,00
00167;1;10228420;231,00
00169;3;10084944;4486,00
00172;1;10056965;3197,00
00173;1;10166060;5229,00
00174;2;10127107;5878,00
00176;1;10074414;296,00
00180;3;10225733;1622,00
00184;1;10108022;4925,00
00185;1;10014220;251,00
00188;3;10184679;101,00
00190;1;10026828;2813,00
00192;3;10237374;5290,00
00196;3;10037985;3513,00
00198;1;10256453;107,00
00201;3;10166879;1828,00
00203;1;10130203;3080,00
00206;2;10080653;452,00
00208;2;10178963;4906,00
00210;3;10114920;2294,00
00212;1;10119399;1237,00
00215;1;10121133;2619,00
00218;1;10192857;3945,00
00219;1;10016286;1820,00
00223;1;10136291;3385,00
00225;3;10211132;305,00
00229;1;10089916;746,00
00232;3;10254994;3084,00
00236;2;10165117;2916,00
00238;3;10165980;1095,00
00240;2;10117665;1025,00
00244;2;10062270;1983,00
00248;1;10136291;533,00
00249;3;10248205;5822,00
00252;3;10173787;523,00
00254;1;10086900;294,00
00255;2;10219554;4848,00
00258;3;10091314;5029,00
00259;1;10237653;2554,00
00262;2;10181400;4799,00
00266;1;10229407;3596,00
00268;3;10271335;2155,00
00270;2;10244877;1980,00
00273;1;10274000;4061,00
00277;2;10223778;3503,00
00279;1;10214677;463,00
00280;2;10200333;2443,00
00284;2;10000914;2977,00
00287;3;10086469;4811,00
00289;1;10010293;907,00
00292;2;10050672;2126,00
00295;3;10054262;807,00
00296;3;10057114;290,00
00299;3;10031486;5442,00
00302;1;10064366;1367,00
00306;1;10023740;1450,00
00310;2;10241087;4686,00
00314;3;10173787;1474,00
00315;2;10224466;1501,00
00319;2;10027486;963,00
00323;1;10052429;3008,00
00327;3;10217266;2206,00
00329;3;10202481;3778,00
00330;1;10110368;4943,00
00334;1;10180845;5269,00
00337;2;10236784;494,00
00339;1;10158042;463,00
00340;1;10172509;1214,00
00342;1;10040686;1375,00
00346;2;10062270;5231,00
00347;3;10166933;4094,00
00349;3;10197921;1315,00
00350;3;10077478;996,00
00354;3;10078857;2734,00
00358;3;10107219;1749,00
00362;1;10241784;2079,00
00364;2;10102084;4712,00
00366;3;10096785;5865,00
00367;2;10209283;5904,00
00371;1;10086900;1364,00
00372;2;10077478;5975,00
00374;3;10011959;5228,00
00377;3;10262732;3282,00
00380;1;10126736;1081,00
00383;3;10056965;2538,00
00385;3;10262529;3468,00
00389;2;10166584;3230,00
00393;2;10054010;4901,00
00397;2;10078970;1822,00
00401;3;10277968;3079,00
00405;1;10251777;2139,00
00407;1;10122104;5874,00
00410;3;10224689;5369,00
00412;1;10011148;4166,00
00414;2;10222064;2059,00
00416;3;10164928;1580,00
00417;2;10187326;1647,00
00418;1;10267819;3087,00
00420;1;10074285;335,00
00421;2;10021743;2442,00
00424;3;10093810;3837,00
00427;1;10200712;2151,00
00428;2;10277841;666,00
00429;1;10256049;5120,00
00431;2;10019457;5009,00
00433;2;10263068;3165,00
00437;2;10265049;5652,00
00439;3;10039698;5277,00
00443;3;10251394;3943,00
00445;3;10217883;549,00
00448;3;10186579;405,00
00449;1;10268647;702,00
00453;3;10204403;4408,00
00456;3;10052225;2841,00
00458;3;10259494;813,00
00462;1;10178760;3110,00
00463;1;10191833;38,00
00465;2;10178070;1021,00
00467;3;10219866;4101,00
00469;1;10206426;469,00
00473;2;10123521;5024,00
00476;3;10065032;3542,00
00478;3;10130172;5060,00
00481;3;10076693;4991,00
00483;2;10013107;4537,00
00484;1;10108373;2333,00
00488;2;10104187;847,00
00490;3;10258278;2018,00
00491;1;10163827;5270,00
00495;1;10104187;3352,00
00497;3;10236996;749,00
00500;1;10157696;5998,00
00501;2;10232063;5310,00
00505;3;10090119;3385,00
00508;1;10206916;1484,00
00512;3;10003089;1620,00
00515;3;10173627;3623,00
00519;2;10047908;113,00
00520;1;10257700;985,00
00523;1;10102325;1251,00
00524;2;10131793;5833,00
00528;1;10102781;877,00
00532;1;10155153;2291,00
00535;2;10221977;5578,00
00536;1;10140959;4636,00
00538;2;10223207;2895,00
00542;3;10277860;761,00
00544;3;10262283;1029,00
00548;1;10003419;3355,00
00549;1;10146520;328,00
00552;3;10082344;771,00
00555;1;10166340;3657,00
00557;2;10045060;1743,00
00561;2;10092816;4618,00
00563;3;10091851;3190,00
00567;3;10074841;4323,00
00571;2;10155455;588,00
00572;2;10226418;2007,00
00576;2;10044863;4826,00
00580;3;10172827;4092,00
00581;1;10003235;3162,00
00582;3;10011036;361,00
00584;3;10277397;214,00
00585;3;10158985;5067,00
00586;1;10017259;3741,00
00588;1;10022677;5695,00
00592;3;10030116;735,00
00595;3;10236462;5479,00
00598;3;10084944;41,00
00599;3;10171628;1704,00
00602;1;10109299;2249,00
00604;3;10245250;5543,00
00607;3;10053057;3389,00
00611;2;10096475;1673,00
00614;2;10187836;2620,00
00618;1;10215672;493,00
00619;1;10135779;5066,00
00621;1;10184564;5158,00
00622;2;10199097;5632,00
00624;2;10081823;1212,00
00625;3;10079880;3437,00
00626;2;10088091;4335,00
00627;1;10213008;5271,00
00629;1;10238181;3472,00
00633;2;10115380;3621,00
00634;3;10191997;3008,00
00635;3;10055379;844,00
00639;3;10211245;2192,00
00642;1;10072214;1108,00
00644;1;10025723;2382,00
00645;1;10225321;3685,00
00649;3;10139661;2375,00
00650;3;10141407;300,00
00654;3;10106704;4761,00
00657;3;10014220;5771,00
00660;2;10008651;207,00
00664;3;10227005;4238,00
00667;2;10125783;2350,00
00668;1;10032940;5166,00
00672;2;10257129;397,00
00676;1;10278015;1215,00
00678;1;10100517;38,00
00681;1;10086469;970,00
00684;1;10007117;5962,00
00687;3;10185808;5693,00
00688;3;10255410;5010,00
00690;3;10060807;1503,00
00691;1;10065328;4698,00
00693;3;10195808;3246,00
00694;1;10162618;2095,00
00698;3;10014220;1734,00
00699;3;10225799;1886,00
00702;1;10014025;1959,00
00705;1;10077478;1136,00
00708;3;10130922;1953,00
00711;1;10136291;494,00
00713;3;10131148;294,00
00715;1;10046009;310,00
00717;1;10131707;1368,00
00721;3;10224634;4792,00
00725;2;10237173;4926,00
00729;1;10017815;5155,00
00733;1;10217058;349,00
00736;3;10219554;651,00
00739;1;10100407;621,00
00743;1;10148336;5380,00
00747;1;10069270;1050,00
00748;2;10205280;1158,00
00752;1;10195140;4128,00
00755;1;10152700;4493,00
00758;3;10120554;5980,00
00760;1;10035704;4807,00
00761;1;10165541;5003,00
00763;2;10242804;4646,00
00767;1;10273276;5375,00
00771;1;10002670;661,00
00775;2;10119540;5780,00
00779;1;10012499;1455,00
00781;1;10018865;5467,00
00785;1;10270681;3911,00
00787;2;10255193;202,00
00790;1;10079504;903,00
00792;3;10004421;185,00
00795;1;10057312;2911,00
00797;2;10172969;4329,00
00799;3;10179463;5541,00
00803;3;10106532;3429,00
00804;1;10110873;5202,00
00806;3;10189587;5191,00
00810;3;10117919;1269,00
00812;3;10236784;2620,00
00816;3;10199951;5178,00
00818;3;10270110;5658,00
00821;3;10139875;813,00
00823;2;10278399;4559,00
00825;2;10224129;3124,00
00829;2;10187836;3866,00
00830;2;10199368;5914,00
00834;2;10037343;3535,00
00837;3;10028808;5942,00
00838;3;10078760;4137,00
00840;1;10082344;3685,00
00843;1;10082344;1486,00
00844;1;10118961;3894,00
00845;1;10108373;3709,00
00848;1;10169526;4543,00
00849;3;10113292;342,00
00852;1;10144138;4073,00
00853;1;10251560;3405,00
00857;2;10150052;1974,00
00859;3;10022619;5087,00
00862;1;10125215;1719,00
00863;2;10145670;593,00
00867;3;10051118;1724,00
00868;1;10138906;4760,00
00871;2;10089594;2953,00
00872;2;10238003;5085,00
00874;3;10006525;1163,00
00876;2;10172384;951,00
00877;3;10042544;4106,00
00881;3;10093768;161,00
00883;1;10028254;428,00
00885;2;10242696;4880,00
00888;3;10138642;2173,00
00892;3;10196189;5726,00
00895;2;10261443;5991,00
00897;2;10030436;1199,00
00901;3;10261019;16,00
00904;2;10002637;2648,00
00905;3;10044863;1063,00
00908;3;10278015;5347,00
00909;1;10213008;2345,00
00913;2;10086030;4014,00
00916;3;10079880;1354,00
00920;3;10184771;3446,00
00921;3;10121332;614,00
00925;1;10197517;3203,00
00928;3;10267973;1967,00
00932;3;10177438;4344,00
00933;1;10081147;2025,00
00937;2;10078032;852,00
00938;1;10139818;5903,00
00942;1;10179463;1814,00
00943;1;10258036;817,00
00944;1;10134665;2150,00
00946;3;10111573;1604,00
00948;3;10246580;2457,00
00951;1;10226418;5240,00
00952;3;10145510;3362,00
00954;2;10025495;5577,00
00956;2;10113835;1330,00
00958;3;10099046;1809,00
00961;1;10073130;3734,00
00962;2;10170824;5021,00
00964;1;10244572;1845,00
00965;3;10259494;1020,00
00969;2;10240777;753,00
00971;2;10075103;3608,00
00975;1;10213444;4361,00
00979;2;10052859;88,00
00981;1;10184150;1709,00
00983;1;10149395;2025,00
00984;2;10205280;4215,00
00988;2;10275478;3427,00
00989;1;10262194;4146,00
00993;3;10091567;2016,00
00995;3;10269103;4549,00
00999;2;10127342;2576,00
01003;3;10238226;658,00
01007;1;10159300;2676,00
01010;2;10121716;1706,00
01013;1;10042153;5426,00
01015;2;10156802;777,00
01017;3;10173161;3418,00
01020;2;10103364;2037,00
01021;1;10096982;3534,00
01024;1;10028254;4436,00
01028;1;10186994;644,00
01029;1;10271125;1971,00
01030;1;10241466;1690,00
01032;1;10026158;2678,00
01035;1;10126941;5666,00
01036;1;10224001;4620,00
01039;1;10000626;5970,00
01043;1;10246748;579,00
01045;3;10268402;2221,00
01049;3;10109471;5258,00
01052;3;10239726;1579,00
01053;1;10030075;655,00
01054;1;10178672;870,00
01056;3;10101632;5024,00
01058;1;10204147;1521,00
01062;1;10152169;2536,00
01065;1;10068398;1382,00
01066;1;10093939;5027,00
01068;1;10231139;883,00
01071;1;10014025;4306,00
01073;1;10132108;5029,00
01077;1;10030075;3337,00
01078;3;10162983;2893,00
01082;2;10123521;3113,00
01085;1;10194032;4722,00
01089;3;10013486;140,00
01091;1;10054454;2170,00
01093;1;10270880;712,00
01096;1;10010170;593,00
01100;1;10154336;5290,00
01103;3;10264767;2267,00
01106;1;10228420;5941,00
01109;3;10134247;5237,00
01110;1;10100857;5818,00
01114;3;10158576;2054,00
01117;1;10188252;5869,00
01119;2;10224160;58,00
01120;1;10047908;5350,00
01124;2;10278399;1367,00
01128;1;10168694;3618,00
01131;2;10241677;4018,00
01134;1;10211245;5404,00
01138;2;10249315;1645,00
01139;1;10158042;4417,00
01143;1;10051837;1546,00
01147;3;10077036;735,00
01148;1;10039698;1206,00
01150;1;10092747;5116,00
01154;3;10025321;302,00
01157;3;10193692;4414,00
01160;3;10174727;5757,00
01163;3;10049139;282,00
01164;3;10062946;1414,00
01168;3;10199829;5111,00
01169;3;10088184;705,00
01170;2;10161697;572,00
01171;2;10060591;3840,00
01175;3;10202260;2540,00
01177;3;10261150;5147,00
01181;1;10176509;2236,00
01183;3;10141946;5613,00
01186;3;10193471;2166,00
01190;1;10090593;4515,00
01193;1;10039335;516,00
01195;3;10225321;4757,00
01197;1;10242292;1032,00
01199;3;10081732;4588,00
01200;3;10014537;1536,00
01202;3;10129981;2404,00
01205;2;10176371;4823,00
01206;1;10097737;4255,00
01208;2;10132665;621,00
01209;2;10057312;2515,00
01210;2;10227477;1583,00
01212;3;10217266;1206,00
01213;1;10240683;1329,00
01214;1;10275506;3219,00
01215;1;10008442;5247,00
01216;1;10250854;3234,00
01218;1;10223226;955,00
01221;2;10180701;3899,00
01223;1;10079504;5538,00
01227;3;10041287;4344,00
01228;3;10223778;5001,00
01229;2;10233022;2460,00
01231;3;10243392;3175,00
01233;3;10101950;881,00
01236;3;10025495;3615,00
01237;3;10033556;3869,00
01240;1;10167432;2451,00
01241;2;10236784;4861,00
01245;3;10157488;1104,00
01249;1;10148392;3543,00
01252;2;10117112;4692,00
01253;1;10011832;5508,00
01254;1;10114866;1383,00
01255;2;10239194;4978,00
01256;1;10138386;5329,00
01260;3;10058963;582,00
01263;1;10008333;3824,00
01264;2;10115380;4144,00
01267;2;10126224;749,00
01269;2;10038137;2360,00
01272;3;10217058;5716,00
01274;3;10045540;4928,00
01275;1;10256453;3396,00
01277;3;10225321;4865,00
01280;1;10209473;2107,00
01284;1;10235568;1694,00
01286;1;10116031;4288,00
01288;2;10217504;5967,00
01292;2;10029154;5575,00
01296;1;10005605;2539,00
